Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        2182,    13152, 167.88,-53.3, 2.20,-81.3,278.5, 28.6,       13152,    5.5, 167.88,-33.436372,153.438711,-53.3,   93.7,                  
        2183,    13158, 167.74,-53.4, 2.18,-81.4,278.6, 28.7,       13158,    5.6, 167.74,-33.436418,153.439019,-53.4,   93.8,                  
        2184,    13164, 167.59,-53.4, 2.16,-81.5,278.7, 28.7,       13164,    5.6, 167.59,-33.436466,153.439321,-53.4,   93.8,                  
        2185,    13169, 167.44,-53.4, 2.15,-81.5,278.8, 28.7,       13169,    5.5, 167.44,-33.436516,153.439618,-53.4,   93.9,  d v             
        2186,    13174, 167.31,-53.4, 2.14,-81.6,278.8, 28.7,       13174,    5.1, 167.31,-33.436566,153.439911,-53.4,   93.9,                  
        2187,    13179, 167.19,-53.4, 2.13,-81.6,278.8, 28.8,       13179,    4.9, 167.19,-33.436616,153.440202,-53.4,   94.0,                  
        2188,    13184, 167.06,-53.4, 2.12,-81.6,278.8, 28.8,       13184,    4.9, 167.06,-33.436667,153.440493,-53.4,   94.1,                  
        2189,    13189, 166.93,-53.4, 2.11,-81.6,278.8, 28.9,       13189,    4.9, 166.93,-33.436717,153.440785,-53.4,   94.2,                  
        2190,    13194, 166.81,-53.4, 2.10,-81.6,278.7, 28.9,       13194,    5.1, 166.81,-33.436765,153.441080,-53.4,   94.3,                  
        2191,    13199, 166.66,-53.4, 2.09,-81.7,278.7, 29.0,       13199,    5.2, 166.66,-33.436810,153.441378,-53.4,   94.5,                  
        2192,    13204, 166.53,-53.3, 2.07,-81.6,278.6, 29.0,       13204,    5.3, 166.53,-33.436851,153.441680,-53.3,   94.7,                  
        2193,    13210, 166.39,-53.2, 2.06,-81.6,278.5, 29.1,       13210,    5.3, 166.39,-33.436890,153.441986,-53.2,   94.9,                  
        2194,    13215, 166.25,-53.1, 2.04,-81.6,278.5, 29.2,       13215,    5.3, 166.25,-33.436927,153.442295,-53.1,   95.2,                  
        2195,    13220, 166.12,-53.0, 2.02,-81.6,278.4, 29.3,       13220,    5.2, 166.12,-33.436963,153.442607,-53.0,   95.4,                  
        2196,    13226, 165.98,-52.9, 2.00,-81.6,278.3, 29.3,       13226,    5.2, 165.98,-33.436997,153.442920,-52.9,   95.6,                  
        2197,    13231, 165.85,-52.9, 1.98,-81.6,278.2, 29.4,       13231,    5.2, 165.85,-33.437031,153.443234,-52.9,   95.8,                  
        2198,    13236, 165.72,-52.8, 1.97,-81.6,278.0, 29.5,       13236,    5.1, 165.72,-33.437064,153.443548,-52.8,   95.9,                  
        2199,    13241, 165.59,-52.8, 1.95,-81.6,277.9, 29.6,       13241,    5.1, 165.59,-33.437096,153.443864,-52.8,   96.1,                  
        2200,    13246, 165.45,-52.7, 1.94,-81.6,277.8, 29.7,       13246,    5.2, 165.45,-33.437129,153.444178,-52.7,   96.3,                  
        2201,    13251, 165.32,-52.7, 1.94,-81.6,277.7, 29.8,       13251,    5.3, 165.32,-33.437162,153.444492,-52.7,   96.4,                  
        2202,    13257, 165.18,-52.7, 1.93,-81.6,277.6, 29.9,       13257,    5.5, 165.18,-33.437196,153.444805,-52.7,   96.5,                  
        2203,    13263, 165.03,-52.7, 1.94,-81.6,277.5, 30.0,       13263,    5.6, 165.03,-33.437230,153.445119,-52.7,   96.6,                  
        2204,    13268, 164.89,-52.7, 1.95,-81.6,277.5, 30.1,       13268,    5.5, 164.89,-33.437265,153.445435,-52.7,   96.7,                  
        2205,    13273, 164.76,-52.7, 1.96,-81.6,277.4, 30.2,       13273,    5.4, 164.76,-33.437300,153.445755,-52.7,   96.8,                  
        2206,    13279, 164.62,-52.7, 1.98,-81.5,277.3, 30.3,       13279,    5.2, 164.62,-33.437333,153.446078,-52.7,   96.8,                  
        2207,    13284, 164.49,-52.7, 1.99,-81.5,277.3, 30.4,       13284,    5.0, 164.49,-33.437365,153.446406,-52.7,   96.9,                  
        2208,    13289, 164.37,-52.8, 2.00,-81.5,277.2, 30.5,       13289,    4.9, 164.37,-33.437395,153.446737,-52.8,   96.9,                  
        2209,    13293, 164.25,-52.8, 2.01,-81.5,277.2, 30.6,       13293,    4.7, 164.25,-33.437423,153.447070,-52.8,   97.0,                  
        2210,    13298, 164.12,-52.8, 2.01,-81.5,277.2, 30.7,       13298,    4.6, 164.12,-33.437451,153.447404,-52.8,   97.0,                  
        2211,    13302, 164.02,-52.8, 2.01,-81.5,277.2, 30.8,       13302,    4.6, 164.02,-33.437479,153.447741,-52.8,   97.1,                  
        2212,    13307, 163.90,-52.8, 2.00,-81.5,277.2, 30.9,       13307,    4.8, 163.90,-33.437508,153.448078,-52.8,   97.2,                  
        2213,    13313, 163.76,-52.8, 1.99,-81.5,277.2, 30.9,       13312,    5.2, 163.76,-33.437537,153.448414,-52.8,   97.3,                  
        2214,    13318, 163.62,-52.7, 1.98,-81.5,277.2, 31.0,       13318,    5.5, 163.62,-33.437568,153.448748,-52.7,   97.5,                  
        2215,    13323, 163.48,-52.7, 1.97,-81.5,277.3, 31.0,       13323,    5.5, 163.48,-33.437601,153.449079,-52.7,   97.6,                  
        2216,    13329, 163.35,-52.7, 1.97,-81.5,277.3, 31.1,       13329,    5.3, 163.35,-33.437636,153.449409,-52.7,   97.7,                  
        2217,    13334, 163.21,-52.6, 1.96,-81.5,277.4, 31.1,       13334,    5.1, 163.21,-33.437672,153.449742,-52.6,   97.9,                  
        2218,    13339, 163.09,-52.6, 1.96,-81.5,277.4, 31.1,       13339,    4.9, 163.09,-33.437710,153.450078,-52.6,   98.0,                  
        2219,    13344, 162.98,-52.6, 1.96,-81.5,277.5, 31.1,       13344,    4.8, 162.98,-33.437749,153.450417,-52.6,   98.1,                  
        2220,    13348, 162.85,-52.6, 1.96,-81.5,277.6, 31.1,       13348,    4.8, 162.85,-33.437789,153.450758,-52.6,   98.1,                  
        2221,    13353, 162.73,-52.6, 1.96,-81.5,277.6, 31.1,       13353,    5.0, 162.73,-33.437828,153.451102,-52.6,   98.2,                  
        2222,    13359, 162.60,-52.6, 1.96,-81.5,277.7, 31.1,       13358,    5.2, 162.60,-33.437866,153.451447,-52.6,   98.3,                  
        2223,    13364, 162.46,-52.7, 1.96,-81.5,277.8, 31.1,       13364,    5.4, 162.46,-33.437906,153.451791,-52.7,   98.4,                  
        2224,    13369, 162.32,-52.7, 1.95,-81.6,277.9, 31.0,       13369,    5.4, 162.32,-33.437946,153.452134,-52.7,   98.4,                  
        2225,    13375, 162.19,-52.7, 1.95,-81.6,278.0, 31.0,       13375,    5.3, 162.19,-33.437989,153.452474,-52.7,   98.5,                  
        2226,    13380, 162.06,-52.7, 1.94,-81.6,278.1, 30.9,       13380,    5.2, 162.06,-33.438034,153.452810,-52.7,   98.6,                  
        2227,    13385, 161.94,-52.7, 1.94,-81.6,278.2, 30.9,       13385,    5.1, 161.94,-33.438080,153.453142,-52.7,   98.7,                  
        2228,    13390, 161.81,-52.7, 1.94,-81.6,278.3, 30.8,       13390,    5.1, 161.81,-33.438126,153.453469,-52.7,   98.8,                  
        2229,    13395, 161.67,-52.6, 1.93,-81.6,278.4, 30.8,       13395,    5.1, 161.67,-33.438170,153.453793,-52.6,   98.9,                  
        2230,    13400, 161.55,-52.6, 1.93,-81.6,278.5, 30.7,       13400,    5.1, 161.55,-33.438212,153.454114,-52.6,   99.0,                  
        2231,    13405, 161.42,-52.6, 1.93,-81.6,278.6, 30.6,       13405,    5.2, 161.42,-33.438253,153.454435,-52.6,   99.1,                  
        2232,    13411, 161.28,-52.6, 1.93,-81.6,278.7, 30.5,       13411,    5.3, 161.28,-33.438291,153.454755,-52.6,   99.3,                  
        2233,    13416, 161.15,-52.6, 1.92,-81.6,278.8, 30.5,       13416,    5.3, 161.15,-33.438327,153.455077,-52.6,   99.4,                  
        2234,    13421, 161.02,-52.5, 1.92,-81.6,278.9, 30.4,       13421,    5.3, 161.02,-33.438362,153.455399,-52.5,   99.5,TU                
        2235,    13427, 160.89,-52.5, 1.93,-81.6,279.0, 30.3,       13427,    5.3, 160.89,-33.438398,153.455720,-52.5,   99.6,                  
        2236,    13432, 160.75,-52.6, 1.94,-81.5,279.1, 30.3,       13432,    5.4, 160.75,-33.438433,153.456041,-52.6,   99.6,                  
        2237,    13438, 160.62,-52.6, 1.96,-81.5,279.2, 30.2,       13438,    5.6, 160.62,-33.438469,153.456359,-52.6,   99.7,                  
        2238,    13443, 160.47,-52.6, 1.97,-81.4,279.3, 30.2,       13443,    5.6, 160.47,-33.438506,153.456674,-52.6,   99.8,                  
        2239,    13449, 160.33,-52.6, 1.99,-81.4,279.4, 30.1,       13449,    5.6, 160.33,-33.438545,153.456984,-52.6,   99.9,                  
        2240,    13454, 160.20,-52.6, 1.99,-81.4,279.5, 30.1,       13454,    5.4, 160.20,-33.438587,153.457292,-52.6,  100.0,                  
        2241,    13459, 160.07,-52.6, 2.00,-81.4,279.6, 30.1,       13459,    5.2, 160.07,-33.438631,153.457599,-52.6,  100.0,                  
        2242,    13465, 159.95,-52.6, 2.00,-81.4,279.7, 30.1,       13465,    5.2, 159.95,-33.438678,153.457906,-52.6,  100.1,                  
        2243,    13470, 159.82,-52.6, 1.99,-81.4,279.7, 30.1,       13470,    5.4, 159.82,-33.438728,153.458214,-52.6,  100.2,                  
        2244,    13476, 159.67,-52.6, 1.98,-81.5,279.8, 30.1,       13476,    5.6, 159.67,-33.438779,153.458522,-52.6,  100.2,                  
        2245,    13481, 159.53,-52.6, 1.97,-81.5,279.8, 30.1,       13481,    5.6, 159.53,-33.438832,153.458830,-52.6,  100.3,                  
        2246,    13487, 159.40,-52.7, 1.95,-81.6,279.9, 30.1,       13487,    5.4, 159.40,-33.438888,153.459139,-52.7,  100.4,                  
        2247,    13492, 159.28,-52.7, 1.94,-81.6,279.9, 30.2,       13492,    5.1, 159.28,-33.438946,153.459449,-52.7,  100.4,                  
        2248,    13497, 159.16,-52.7, 1.93,-81.7,279.9, 30.2,       13497,    5.1, 159.16,-33.439004,153.459758,-52.7,  100.4,                  
