Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         179,      887, 916.46, 10.3, 81.56,  7.3,288.3,  5.7,         887,    5.2, 916.46,-33.878394,153.943448, 11.5,   17.5,                  
         180,      892, 915.87, 10.3, 81.63,  7.3,287.6,  5.7,         892,    5.1, 915.87,-33.878404,153.943510, 11.5,   17.5,                  
         181,      897, 915.32, 10.2, 81.72,  7.3,286.9,  5.7,         897,    5.0, 915.32,-33.878412,153.943571, 11.4,   17.5,                  
         182,      902, 914.78, 10.2, 81.98,  7.3,286.3,  5.7,         902,    5.0, 914.78,-33.878421,153.943631, 11.4,   17.5,                  
         183,      907, 914.21, 10.1, 82.32,  7.3,285.7,  5.7,         907,    5.1, 914.21,-33.878429,153.943691, 11.4,   17.5,                  
         184,      912, 913.64, 10.1, 82.66,  7.3,285.1,  5.7,         912,    5.0, 913.64,-33.878437,153.943753, 11.3,   17.5,                  
         185,      917, 913.11, 10.0, 83.02,  7.3,284.6,  5.7,         917,    4.8, 913.11,-33.878444,153.943815, 11.3,   17.5,                  
         186,      922, 912.63, 10.0, 83.31,  7.3,284.1,  5.7,         922,    4.7, 912.63,-33.878450,153.943875, 11.2,   17.5,                  
         187,      926, 912.09,  9.9, 83.55,  7.3,283.7,  5.7,         926,    4.7, 912.09,-33.878456,153.943932, 11.2,   17.5,                  
         188,      931, 911.57,  9.9, 83.76,  7.3,283.3,  5.7,         931,    4.9, 911.57,-33.878465,153.943989, 11.1,   17.5,                  
         189,      937, 911.02,  9.9, 84.01,  7.3,282.9,  5.8,         936,    5.2, 911.02,-33.878477,153.944048, 11.1,   17.5,                  
         190,      942, 910.40,  9.8, 84.29,  7.3,282.6,  5.8,         942,    5.4, 910.40,-33.878488,153.944111, 11.0,   17.5,                  
         191,      947, 909.77,  9.8, 84.53,  7.3,282.4,  5.8,         947,    5.4, 909.77,-33.878497,153.944174, 11.0,   17.5,                  
         192,      952, 909.23,  9.7, 84.61,  7.3,282.1,  5.8,         953,    5.1, 909.23,-33.878503,153.944235, 10.9,   17.5,                  
         193,      957, 908.73,  9.7, 84.55,  7.2,281.9,  5.8,         957,    4.7, 908.73,-33.878509,153.944291, 10.9,   17.5,                  
         194,      962, 908.24,  9.6, 84.09,  7.1,281.7,  5.8,         962,    4.5, 908.24,-33.878518,153.944345, 10.8,   17.6,                  
         195,      966, 907.77,  9.6, 83.47,  7.0,281.5,  5.9,         966,    4.5, 907.77,-33.878529,153.944402, 10.8,   17.6,                  
         196,      971, 907.25,  9.6, 83.45,  7.0,281.3,  5.9,         971,    4.7, 907.25,-33.878541,153.944463, 10.8,   17.6,                  
         197,      976, 906.68,  9.6, 83.94,  7.0,281.2,  5.9,         976,    4.8, 906.68,-33.878553,153.944528, 10.8,   17.6,                  
         198,      980, 906.19,  9.5, 84.34,  7.0,281.0,  5.9,         980,    4.7, 906.19,-33.878564,153.944592, 10.7,   17.6,                  
         199,      985, 905.68,  9.4, 84.56,  7.0,280.8,  6.0,         985,    4.7, 905.68,-33.878578,153.944655, 10.6,   17.6,                  
         200,      990, 905.17,  9.4, 84.83,  7.0,280.7,  6.0,         990,    4.8, 905.17,-33.878596,153.944718, 10.6,   17.6,                  
         201,      995, 904.64,  9.3, 85.17,  7.0,280.5,  6.0,         995,    5.0, 904.64,-33.878615,153.944785, 10.5,   17.6,                  
         202,     1000, 904.07,  9.3, 85.49,  7.0,280.3,  6.1,        1000,    5.3, 904.07,-33.878632,153.944855, 10.5,   17.6,                  
         203,     1006, 903.45,  9.3, 85.61,  7.0,280.1,  6.1,        1006,    5.5, 903.45,-33.878644,153.944924, 10.5,   17.6,                  
         204,     1011, 902.82,  9.2, 85.58,  6.9,279.8,  6.2,        1011,    5.4, 902.82,-33.878651,153.944987, 10.4,   17.6,                  
         205,     1016, 902.29,  9.2, 85.53,  6.9,279.6,  6.2,        1016,    4.9, 902.29,-33.878658,153.945045, 10.4,   17.6,                  
         206,     1020, 901.83,  9.1, 85.53,  6.8,279.3,  6.2,        1020,    4.5, 901.83,-33.878666,153.945100, 10.3,   17.6,                  
         207,     1025, 901.38,  9.1, 85.62,  6.8,279.0,  6.3,        1025,    4.4, 901.38,-33.878678,153.945157, 10.3,   17.6,                  
         208,     1029, 900.93,  9.0, 85.84,  6.8,278.7,  6.3,        1029,    4.7, 900.93,-33.878691,153.945220, 10.2,   17.6,                  
         209,     1035, 900.31,  9.0, 86.11,  6.8,278.4,  6.4,        1035,    5.2, 900.31,-33.878704,153.945291, 10.2,   17.6,                  
         210,     1040, 899.65,  8.9, 86.39,  6.8,278.1,  6.4,        1040,    5.5, 899.65,-33.878713,153.945362, 10.1,   17.6,                  
         211,     1046, 899.09,  8.9, 86.65,  6.8,277.8,  6.5,        1046,    5.5, 899.09,-33.878720,153.945431, 10.1,   17.6,                  
         212,     1051, 898.54,  8.8, 86.81,  6.8,277.4,  6.6,        1051,    5.3, 898.54,-33.878728,153.945497, 10.0,   17.6,                  
         213,     1056, 897.97,  8.8, 87.08,  6.8,277.1,  6.6,        1056,    5.1, 897.97,-33.878737,153.945563, 10.0,   17.6,                  
         214,     1061, 897.43,  8.7, 87.54,  6.8,276.8,  6.7,        1061,    5.0, 897.43,-33.878745,153.945633,  9.9,   17.6,                  
         215,     1066, 896.90,  8.7, 87.97,  6.8,276.5,  6.8,        1066,    4.9, 896.90,-33.878751,153.945708,  9.9,   17.6,                  
         216,     1071, 896.36,  8.6, 88.26,  6.8,276.2,  6.8,        1071,    5.0, 896.36,-33.878756,153.945786,  9.8,   17.6,                  
         217,     1076, 895.81,  8.6, 88.46,  6.8,275.9,  6.9,        1076,    5.2, 895.81,-33.878759,153.945862,  9.8,   17.6,                  
         218,     1082, 895.23,  8.5, 88.70,  6.8,275.7,  7.0,        1081,    5.4, 895.23,-33.878763,153.945939,  9.7,   17.6,                  
         219,     1087, 894.62,  8.5, 88.88,  6.8,275.4,  7.0,        1087,    5.6, 894.62,-33.878769,153.946016,  9.7,   17.6,  d v             
         220,     1093, 893.98,  8.4, 88.92,  6.7,275.2,  7.1,        1093,    5.7, 893.98,-33.878776,153.946096,  9.6,   17.6,                  
         221,     1099, 893.36,  8.4, 88.89,  6.7,275.0,  7.2,        1098,    5.7, 893.36,-33.878782,153.946176,  9.6,   17.7,                  
         222,     1104, 892.78,  8.4, 88.81,  6.6,274.9,  7.3,        1104,    5.8, 892.78,-33.878783,153.946251,  9.5,   17.7,                  
         223,     1110, 892.14,  8.3, 88.84,  6.6,274.7,  7.4,        1110,    6.0, 892.14,-33.878783,153.946321,  9.5,   17.7,                  
         224,     1117, 891.45,  8.3, 88.78,  6.5,274.6,  7.5,        1117,    6.3, 891.45,-33.878781,153.946389,  9.4,   17.7,                  
         225,     1123, 890.73,  8.2, 88.40,  6.4,274.5,  7.5,        1123,    6.2, 890.73,-33.878778,153.946459,  9.4,   17.7,                  
         226,     1128, 890.07,  8.2, 87.90,  6.3,274.3,  7.6,        1129,    5.7, 890.07,-33.878773,153.946537,  9.3,   17.7,                  
         227,     1134, 889.61,  8.2, 87.29,  6.2,274.2,  7.7,        1134,    5.1, 889.61,-33.878769,153.946624,  9.3,   17.8,                  
         228,     1139, 889.12,  8.1, 86.71,  6.1,274.1,  7.8,        1138,    5.0, 889.12,-33.878771,153.946716,  9.3,   17.8,                  
         229,     1144, 888.51,  8.1, 86.73,  6.0,274.0,  7.9,        1144,    5.2, 888.51,-33.878779,153.946810,  9.3,   17.8,                  
         230,     1149, 887.90,  8.1, 87.18,  6.1,273.9,  8.0,        1149,    5.5, 887.90,-33.878791,153.946899,  9.2,   17.8,                  
         231,     1155, 887.29,  8.0, 87.71,  6.1,273.8,  8.1,        1155,    5.7, 887.29,-33.878804,153.946984,  9.1,   17.8,                  
         232,     1161, 886.68,  7.9, 87.96,  6.1,273.7,  8.2,        1161,    5.7, 886.68,-33.878815,153.947067,  9.1,   17.8,                  
         233,     1166, 886.05,  7.9, 87.71,  6.0,273.6,  8.3,        1167,    5.7, 886.05,-33.878827,153.947151,  9.0,   17.8,                  
         234,     1172, 885.46,  7.9, 86.86,  5.8,273.4,  8.4,        1172,    5.5, 885.46,-33.878840,153.947238,  9.0,   17.8,                  
         235,     1177, 884.92,  7.8, 85.87,  5.6,273.3,  8.5,        1177,    5.5, 884.92,-33.878853,153.947327,  8.9,   17.9,                  
         236,     1183, 884.32,  7.8, 85.02,  5.5,273.1,  8.5,        1183,    5.5, 884.32,-33.878862,153.947417,  8.9,   17.9,                  
         237,     1189, 883.70,  7.8, 84.43,  5.4,273.0,  8.6,        1189,    5.6, 883.70,-33.878867,153.947510,  8.9,   18.0,                  
         238,     1194, 883.10,  7.8, 84.23,  5.3,272.8,  8.7,        1194,    5.4, 883.10,-33.878870,153.947607,  8.8,   18.0,                  
         239,     1199, 882.55,  7.7, 84.31,  5.3,272.6,  8.8,        1199,    5.2, 882.55,-33.878872,153.947710,  8.8,   18.0,                  
         240,     1204, 882.04,  7.7, 84.35,  5.2,272.4,  8.9,        1204,    5.0, 882.04,-33.878876,153.947815,  8.8,   18.0,                  
         241,     1209, 881.53,  7.6, 84.22,  5.1,272.2,  9.0,        1209,    5.0, 881.53,-33.878883,153.947920,  8.7,   18.0,                  
         242,     1214, 880.95,  7.6, 84.23,  5.1,272.0,  9.0,        1214,    5.2, 880.95,-33.878889,153.948022,  8.7,   18.0,                  
         243,     1220, 880.37,  7.5, 84.46,  5.1,271.8,  9.1,        1220,    5.4, 880.37,-33.878894,153.948123,  8.6,   18.0,                  
         244,     1225, 879.79,  7.5, 84.83,  5.1,271.6,  9.2,        1225,    5.7, 879.79,-33.878896,153.948225,  8.6,   18.0,                  
         245,     1231, 879.15,  7.4, 85.35,  5.1,271.4,  9.3,        1231,    6.1, 879.15,-33.878898,153.948328,  8.5,   18.0,                  
         246,     1238, 878.44,  7.4, 85.77,  5.1,271.2,  9.3,        1238,    6.4, 878.44,-33.878903,153.948430,  8.4,   18.0,                  
         247,     1244, 877.75,  7.3, 85.99,  5.1,271.0,  9.4,        1244,    6.4, 877.75,-33.878907,153.948530,  8.4,   18.0,                  
         248,     1250, 877.10,  7.2, 86.17,  5.1,270.8,  9.5,        1250,    6.2, 877.10,-33.878908,153.948628,  8.3,   18.0,                  
         249,     1256, 876.48,  7.2, 86.39,  5.1,270.6,  9.5,        1256,    5.9, 876.48,-33.878905,153.948729,  8.3,   18.0,                  
         250,     1262, 875.89,  7.1, 86.29,  5.0,270.5,  9.6,        1262,    5.6, 875.89,-33.878898,153.948835,  8.2,   18.0,                  
         251,     1267, 875.34,  7.1, 85.87,  4.9,270.3,  9.6,        1267,    5.5, 875.34,-33.878893,153.948945,  8.2,   18.0,                  
         252,     1273, 874.73,  7.1, 85.71,  4.8,270.2,  9.7,        1273,    5.5, 874.73,-33.878890,153.949054,  8.1,   18.0,                  
         253,     1278, 874.10,  7.0, 85.84,  4.8,270.1,  9.7,        1278,    5.5, 874.10,-33.878889,153.949158,  8.1,   18.0,                  
         254,     1284, 873.55,  7.0, 86.03,  4.8,270.0,  9.8,        1284,    5.5, 873.55,-33.878888,153.949256,  8.0,   18.0,                  
         255,     1289, 872.98,  6.9, 86.35,  4.8,269.9,  9.8,        1289,    5.6, 872.98,-33.878885,153.949353,  8.0,   18.0,                  
         256,     1295, 872.36,  6.8, 86.67,  4.8,269.8,  9.8,        1295,    5.7, 872.36,-33.878876,153.949452,  7.9,   18.0,                  
         257,     1301, 871.73,  6.8, 86.84,  4.8,269.7,  9.9,        1301,    5.9, 871.73,-33.878864,153.949556,  7.8,   18.0,                  
         258,     1307, 871.07,  6.7, 86.97,  4.7,269.6,  9.9,        1307,    5.8, 871.07,-33.878852,153.949667,  7.8,   18.1,                  
         259,     1312, 870.53,  6.7, 87.22,  4.7,269.6,  9.9,        1312,    5.5, 870.53,-33.878842,153.949784,  7.7,   18.1,                  
         260,     1318, 869.99,  6.6, 87.34,  4.7,269.5, 10.0,        1318,    5.4, 869.99,-33.878835,153.949904,  7.7,   18.1,                  
         261,     1323, 869.40,  6.6, 87.19,  4.6,269.5, 10.0,        1323,    5.4, 869.40,-33.878836,153.950025,  7.6,   18.1,                  
         262,     1328, 868.82,  6.6, 87.03,  4.6,269.4, 10.0,        1328,    5.3, 868.82,-33.878842,153.950141,  7.6,   18.1,                  
         263,     1333, 868.30,  6.5, 86.92,  4.5,269.4, 10.1,        1333,    5.1, 868.30,-33.878852,153.950251,  7.6,   18.1,                  
         264,     1338, 867.76,  6.5, 86.84,  4.5,269.3, 10.1,        1338,    5.0, 867.76,-33.878862,153.950355,  7.5,   18.1,                  
         265,     1343, 867.24,  6.5, 86.77,  4.4,269.3, 10.1,        1343,    5.0, 867.24,-33.878870,153.950458,  7.5,   18.1,                  
         266,     1348, 866.74,  6.4, 86.87,  4.4,269.2, 10.1,        1348,    5.1, 866.74,-33.878875,153.950565,  7.4,   18.1,                  
         267,     1354, 866.15,  6.4, 87.17,  4.4,269.1, 10.2,        1354,    5.3, 866.15,-33.878881,153.950676,  7.4,   18.1,                  
         268,     1359, 865.55,  6.3, 87.66,  4.4,269.0, 10.2,        1359,    5.5, 865.55,-33.878890,153.950790,  7.4,   18.1,                  
         269,     1365, 864.98,  6.3, 87.91,  4.4,268.9, 10.2,        1365,    5.7, 864.98,-33.878902,153.950902,  7.3,   18.1,                  
         270,     1371, 864.38,  6.2, 87.85,  4.4,268.8, 10.2,        1371,    5.7, 864.38,-33.878913,153.951009,  7.2,   18.2,                  
         271,     1376, 863.74,  6.2, 87.59,  4.3,268.7, 10.3,        1376,    5.7, 863.74,-33.878921,153.951112,  7.2,   18.2,                  
         272,     1382, 863.15,  6.2, 86.95,  4.2,268.5, 10.3,        1382,    5.6, 863.15,-33.878924,153.951216,  7.2,   18.2,                  
         273,     1387, 862.62,  6.1, 86.41,  4.0,268.4, 10.3,        1387,    5.4, 862.62,-33.878917,153.951321,  7.1,   18.2,                  
         274,     1393, 862.07,  6.1, 86.46,  4.0,268.3, 10.4,        1393,    5.3, 862.07,-33.878902,153.951431,  7.1,   18.3,                  
         275,     1398, 861.51,  6.1, 86.89,  4.0,268.1, 10.4,        1398,    5.1, 861.51,-33.878882,153.951542,  7.1,   18.3,                  
         276,     1403, 860.98,  6.0, 87.32,  4.1,268.0, 10.4,        1403,    4.9, 860.98,-33.878863,153.951651,  7.0,   18.3,                  
         277,     1407, 860.50,  5.9, 87.60,  4.0,267.8, 10.4,        1407,    4.7, 860.50,-33.878847,153.951762,  6.9,   18.2,                  
         278,     1412, 860.04,  5.9, 87.69,  4.0,267.7, 10.4,        1412,    4.4, 860.04,-33.878837,153.951876,  6.9,   18.2,                  
         279,     1416, 859.58,  5.8, 87.57,  3.9,267.6, 10.5,        1416,    4.4, 859.58,-33.878830,153.951994,  6.8,   18.2,                  
         280,     1421, 859.14,  5.8, 87.32,  3.9,267.5, 10.5,        1421,    4.4, 859.14,-33.878822,153.952115,  6.8,   18.3,                  
         281,     1425, 858.66,  5.8, 87.20,  3.9,267.4, 10.5,        1425,    4.5, 858.66,-33.878816,153.952233,  6.8,   18.3,                  
         282,     1430, 858.15,  5.8, 87.34,  3.8,267.3, 10.5,        1430,    4.6, 858.15,-33.878812,153.952345,  6.8,   18.3,                  
         283,     1434, 857.66,  5.7, 87.31,  3.8,267.2, 10.6,        1434,    4.6, 857.66,-33.878813,153.952453,  6.7,   18.3,                  
         284,     1439, 857.22,  5.7, 86.92,  3.7,267.2, 10.6,        1439,    4.5, 857.22,-33.878818,153.952563,  6.7,   18.3,                  
         285,     1443, 856.76,  5.7, 86.87,  3.7,267.2, 10.6,        1443,    4.7, 856.76,-33.878824,153.952677,  6.7,   18.4,                  
         286,     1449, 856.20,  5.7, 87.56,  3.8,267.2, 10.6,        1449,    5.2, 856.20,-33.878827,153.952798,  6.7,   18.4,                  
         287,     1454, 855.59,  5.6, 88.47,  3.9,267.2, 10.6,        1454,    5.6, 855.59,-33.878825,153.952922,  6.6,   18.4,                  
         288,     1460, 854.99,  5.6, 88.46,  3.8,267.3, 10.6,        1460,    5.7, 854.99,-33.878818,153.953043,  6.6,   18.4,                  
         289,     1466, 854.38,  5.5, 88.11,  3.7,267.4, 10.6,        1466,    5.7, 854.38,-33.878810,153.953161,  6.5,   18.4,                  
         290,     1471, 853.81,  5.5, 88.15,  3.7,267.5, 10.6,        1471,    5.6, 853.81,-33.878804,153.953277,  6.5,   18.4,                  
         291,     1477, 853.28,  5.4, 88.71,  3.7,267.7, 10.6,        1477,    5.6, 853.28,-33.878797,153.953395,  6.4,   18.4,                  
         292,     1483, 852.64,  5.4, 89.73,  3.8,267.9, 10.6,        1483,    5.8, 852.64,-33.878785,153.953516,  6.4,   18.4,                  
         293,     1489, 851.99,  5.3, 90.37,  3.9,268.1, 10.6,        1489,    6.1, 851.99,-33.878765,153.953638,  6.3,   18.4,                  
         294,     1495, 851.39,  5.2, 90.59,  3.8,268.2, 10.6,        1495,    6.3, 851.39,-33.878741,153.953756,  6.2,   18.4,                  
         295,     1501, 850.70,  5.2, 90.91,  3.8,268.4, 10.6,        1501,    6.2, 850.70,-33.878717,153.953868,  6.2,   18.4,                  
         296,     1507, 850.04,  5.1, 91.11,  3.8,268.7, 10.6,        1507,    5.8, 850.04,-33.878700,153.953977,  6.1,   18.4,                  
         297,     1512, 849.52,  5.1, 91.11,  3.7,268.9, 10.6,        1512,    5.1, 849.52,-33.878692,153.954084,  6.1,   18.4,                  
         298,     1517, 849.09,  5.0, 91.02,  3.7,269.1, 10.6,        1517,    4.5, 849.09,-33.878694,153.954192,  6.0,   18.4,                  
         299,     1521, 848.68,  5.0, 90.91,  3.6,269.3, 10.6,        1521,    4.4, 848.68,-33.878705,153.954300,  6.0,   18.4,                  
         300,     1526, 848.17,  5.0, 91.09,  3.6,269.5, 10.6,        1526,    4.6, 848.17,-33.878720,153.954408,  6.0,   18.4,                  
         301,     1531, 847.63,  4.9, 91.42,  3.7,269.7, 10.6,        1531,    4.8, 847.63,-33.878735,153.954517,  5.9,   18.4,                  
         302,     1536, 847.12,  4.9, 91.48,  3.6,269.8, 10.6,        1536,    5.0, 847.12,-33.878748,153.954627,  5.9,   18.5,                  
         303,     1541, 846.63,  4.8, 91.38,  3.6,269.9, 10.6,        1541,    5.2, 846.63,-33.878757,153.954739,  5.8,   18.5,                  
         304,     1546, 846.05,  4.8, 91.34,  3.5,270.1, 10.6,        1546,    5.5, 846.05,-33.878765,153.954855,  5.8,   18.5,                  
         305,     1552, 845.42,  4.7, 91.41,  3.5,270.1, 10.6,        1552,    5.5, 845.42,-33.878773,153.954975,  5.7,   18.5,                  
