Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3923,    21045,  47.81,-55.7,  1.50,-85.4, 78.6,  4.1,       21045,    5.5,  47.81,-33.801751,155.519458,-55.7,  247.4,                  
        3924,    21050,  47.77,-55.6,  1.50,-85.3, 79.2,  4.2,       21050,    5.5,  47.77,-33.801737,155.519415,-55.6,  247.6,                  
        3925,    21056,  47.73,-55.6,  1.50,-85.3, 79.8,  4.3,       21056,    5.5,  47.73,-33.801722,155.519366,-55.6,  247.9,          Pi      
        3926,    21061,  47.69,-55.6,  1.49,-85.3, 80.3,  4.3,       21061,    5.6,  47.69,-33.801710,155.519315,-55.6,  248.1,                  
        3927,    21067,  47.64,-55.5,  1.49,-85.3, 80.9,  4.4,       21067,    5.6,  47.64,-33.801702,155.519265,-55.5,  248.3,                  
        3928,    21073,  47.60,-55.5,  1.49,-85.3, 81.5,  4.5,       21073,    5.7,  47.60,-33.801700,155.519218,-55.5,  248.5,                  
        3929,    21079,  47.56,-55.5,  1.49,-85.3, 82.1,  4.7,       21079,    5.9,  47.56,-33.801704,155.519174,-55.5,  248.7,                  
        3930,    21085,  47.51,-55.4,  1.49,-85.3, 82.7,  4.8,       21085,    6.0,  47.51,-33.801713,155.519129,-55.4,  248.9,                  
        3931,    21091,  47.47,-55.4,  1.49,-85.2, 83.3,  4.9,       21091,    6.0,  47.47,-33.801727,155.519082,-55.4,  249.2,                  
        3932,    21096,  47.43,-55.3,  1.49,-85.2, 83.8,  5.0,       21096,    5.9,  47.43,-33.801745,155.519034,-55.3,  249.4,  d v             
        3933,    21102,  47.38,-55.3,  1.49,-85.2, 84.2,  5.1,       21102,    5.8,  47.38,-33.801764,155.518986,-55.3,  249.6,                  
        3934,    21108,  47.34,-55.3,  1.49,-85.1, 84.6,  5.2,       21108,    5.8,  47.34,-33.801783,155.518936,-55.3,  249.8,                  
        3935,    21114,  47.30,-55.3,  1.49,-85.1, 84.9,  5.3,       21114,    5.9,  47.30,-33.801799,155.518879,-55.3,  250.0,          PiTiUi  
        3936,    21120,  47.25,-55.2,  1.49,-85.1, 85.2,  5.3,       21120,    5.9,  47.25,-33.801811,155.518817,-55.2,  250.2,                  
        3937,    21126,  47.21,-55.2,  1.49,-85.1, 85.5,  5.4,       21126,    5.8,  47.21,-33.801816,155.518748,-55.2,  250.3,                  
        3938,    21131,  47.17,-55.2,  1.50,-85.1, 85.7,  5.5,       21131,    5.7,  47.17,-33.801815,155.518677,-55.2,  250.5,          Pi      
        3939,    21137,  47.13,-55.2,  1.50,-85.1, 86.0,  5.5,       21137,    5.6,  47.13,-33.801809,155.518604,-55.2,  250.6,                  
        3940,    21143,  47.08,-55.2,  1.50,-85.1, 86.3,  5.6,       21143,    5.6,  47.08,-33.801800,155.518527,-55.2,  250.7,                  
        3941,    21148,  47.04,-55.3,  1.51,-85.1, 86.6,  5.6,       21148,    5.5,  47.04,-33.801790,155.518448,-55.3,  250.8,                  
        3942,    21154,  47.00,-55.3,  1.51,-85.1, 87.0,  5.7,       21154,    5.6,  47.00,-33.801779,155.518369,-55.3,  250.9,                  
        3943,    21159,  46.96,-55.3,  1.51,-85.1, 87.3,  5.8,       21159,    5.7,  46.96,-33.801770,155.518292,-55.3,  250.9,                  
        3944,    21165,  46.92,-55.3,  1.52,-85.1, 87.7,  5.8,       21165,    5.8,  46.92,-33.801764,155.518217,-55.3,  251.0,                  
        3945,    21171,  46.87,-55.4,  1.52,-85.1, 88.0,  5.9,       21171,    6.0,  46.87,-33.801764,155.518143,-55.4,  251.1,                  
        3946,    21177,  46.83,-55.4,  1.53,-85.1, 88.4,  5.9,       21177,    5.9,  46.83,-33.801772,155.518065,-55.4,  251.1,                  
        3947,    21183,  46.79,-55.4,  1.53,-85.1, 88.7,  5.9,       21183,    5.8,  46.79,-33.801786,155.517986,-55.4,  251.2,                  
        3948,    21189,  46.75,-55.5,  1.53,-85.1, 88.9,  6.0,       21189,    5.5,  46.75,-33.801804,155.517905,-55.5,  251.3,          Pi      
        3949,    21194,  46.71,-55.5,  1.54,-85.1, 89.2,  6.0,       21194,    5.3,  46.71,-33.801821,155.517834,-55.5,  251.4,                  
        3950,    21199,  46.67,-55.5,  1.54,-85.1, 89.6,  6.0,       21199,    5.1,  46.67,-33.801836,155.517767,-55.5,  251.5,                  
        3951,    21204,  46.63,-55.5,  1.55,-85.1, 90.0,  6.0,       21204,    5.0,  46.63,-33.801845,155.517703,-55.5,  251.6,                  
        3952,    21209,  46.60,-55.5,  1.55,-85.0, 90.5,  6.0,       21209,    5.1,  46.60,-33.801849,155.517639,-55.5,  251.7,                  
        3953,    21214,  46.56,-55.5,  1.55,-85.0, 90.9,  6.1,       21214,    5.3,  46.56,-33.801848,155.517574,-55.5,  251.9,                  
        3954,    21220,  46.52,-55.4,  1.55,-85.0, 91.3,  6.1,       21220,    5.5,  46.52,-33.801843,155.517510,-55.4,  252.1,                  
        3955,    21225,  46.48,-55.4,  1.56,-85.0, 91.7,  6.1,       21225,    5.5,  46.48,-33.801834,155.517452,-55.4,  252.3,          PiTiUi  
        3956,    21231,  46.44,-55.4,  1.56,-85.0, 92.0,  6.1,       21231,    5.5,  46.44,-33.801824,155.517399,-55.4,  252.4,                  
        3957,    21236,  46.40,-55.4,  1.56,-84.9, 92.4,  6.1,       21236,    5.6,  46.40,-33.801817,155.517348,-55.4,  252.6,                  
        3958,    21242,  46.36,-55.4,  1.56,-84.9, 92.9,  6.1,       21242,    5.6,  46.36,-33.801815,155.517299,-55.4,  252.7,                  
        3959,    21248,  46.31,-55.4,  1.56,-84.9, 93.5,  6.2,       21248,    5.7,  46.31,-33.801819,155.517248,-55.4,  252.8,                  
        3960,    21253,  46.27,-55.4,  1.56,-84.9, 94.0,  6.2,       21253,    5.6,  46.27,-33.801827,155.517196,-55.4,  252.9,                  
        3961,    21259,  46.23,-55.4,  1.57,-85.0, 94.5,  6.2,       21259,    5.7,  46.23,-33.801836,155.517144,-55.4,  253.0,                  
        3962,    21265,  46.19,-55.5,  1.57,-85.0, 94.9,  6.2,       21265,    5.8,  46.19,-33.801844,155.517091,-55.5,  253.0,                  
        3963,    21271,  46.15,-55.5,  1.57,-85.0, 95.2,  6.2,       21271,    6.0,  46.15,-33.801850,155.517035,-55.5,  253.1,          PiTiUi  
        3964,    21277,  46.10,-55.5,  1.56,-85.0, 95.6,  6.3,       21277,    6.1,  46.10,-33.801854,155.516976,-55.5,  253.2,                  
        3965,    21283,  46.06,-55.6,  1.56,-85.1, 95.9,  6.3,       21283,    6.0,  46.06,-33.801850,155.516914,-55.6,  253.2,                  
        3966,    21289,  46.02,-55.6,  1.56,-85.1, 96.2,  6.3,       21289,    5.8,  46.02,-33.801839,155.516850,-55.6,  253.3,                  
        3967,    21294,  45.98,-55.6,  1.56,-85.1, 96.5,  6.3,       21294,    5.7,  45.98,-33.801822,155.516782,-55.6,  253.4,          Pi      
        3968,    21300,  45.93,-55.6,  1.56,-85.1, 96.7,  6.4,       21300,    5.5,  45.93,-33.801801,155.516709,-55.6,  253.5,                  
        3969,    21305,  45.90,-55.6,  1.56,-85.1, 97.0,  6.4,       21305,    5.3,  45.90,-33.801781,155.516630,-55.6,  253.7,                  
        3970,    21310,  45.86,-55.6,  1.55,-85.1, 97.2,  6.4,       21310,    5.2,  45.86,-33.801761,155.516548,-55.6,  253.8,                  
        3971,    21316,  45.82,-55.6,  1.55,-85.1, 97.4,  6.4,       21316,    5.3,  45.82,-33.801741,155.516466,-55.6,  254.0,                  
        3972,    21321,  45.78,-55.5,  1.55,-85.1, 97.6,  6.4,       21321,    5.5,  45.78,-33.801720,155.516388,-55.5,  254.3,          PiTiUi  
        3973,    21327,  45.74,-55.5,  1.54,-85.1, 97.7,  6.5,       21327,    5.7,  45.74,-33.801699,155.516312,-55.5,  254.5,                  
        3974,    21332,  45.70,-55.5,  1.54,-85.1, 97.8,  6.5,       21333,    5.7,  45.70,-33.801680,155.516237,-55.5,  254.7,                  
        3975,    21338,  45.66,-55.4,  1.53,-85.1, 97.8,  6.5,       21338,    5.7,  45.66,-33.801663,155.516159,-55.4,  254.9,                  
        3976,    21344,  45.62,-55.4,  1.53,-85.1, 97.9,  6.5,       21344,    5.7,  45.62,-33.801647,155.516080,-55.4,  255.1,  d v             
        3977,    21350,  45.58,-55.4,  1.52,-85.1, 97.9,  6.5,       21350,    5.8,  45.58,-33.801630,155.516000,-55.4,  255.3,                  
        3978,    21355,  45.54,-55.4,  1.52,-85.1, 97.8,  6.5,       21355,    5.8,  45.54,-33.801614,155.515921,-55.3,  255.5,                  
        3979,    21361,  45.50,-55.3,  1.51,-85.1, 97.7,  6.6,       21361,    5.7,  45.50,-33.801599,155.515845,-55.3,  255.7,                  
        3980,    21367,  45.46,-55.3,  1.51,-85.1, 97.6,  6.6,       21367,    5.6,  45.46,-33.801588,155.515768,-55.3,  255.9,                  
        3981,    21372,  45.42,-55.2,  1.50,-85.1, 97.4,  6.6,       21372,    5.4,  45.42,-33.801582,155.515691,-55.2,  256.2,                  
        3982,    21377,  45.38,-55.2,  1.50,-85.1, 97.2,  6.6,       21377,    5.3,  45.38,-33.801579,155.515618,-55.2,  256.4,                  
        3983,    21383,  45.34,-55.1,  1.49,-85.0, 97.0,  6.6,       21383,    5.3,  45.34,-33.801578,155.515550,-55.1,  256.7,                  
        3984,    21388,  45.30,-55.1,  1.48,-85.0, 96.8,  6.5,       21388,    5.5,  45.30,-33.801580,155.515489,-55.1,  256.9,                  
        3985,    21394,  45.26,-55.0,  1.48,-85.0, 96.5,  6.5,       21394,    5.7,  45.26,-33.801586,155.515430,-55.0,  257.2,                  
        3986,    21400,  45.22,-55.0,  1.47,-85.0, 96.2,  6.5,       21400,    5.8,  45.22,-33.801595,155.515369,-55.0,  257.4,                  
        3987,    21406,  45.18,-55.0,  1.47,-85.0, 95.9,  6.5,       21406,    5.8,  45.18,-33.801602,155.515305,-55.0,  257.6,                  
        3988,    21411,  45.14,-55.0,  1.46,-85.0, 95.6,  6.5,       21411,    5.8,  45.14,-33.801604,155.515240,-55.0,  257.8,                  
        3989,    21417,  45.10,-54.9,  1.46,-85.0, 95.3,  6.5,       21417,    5.9,  45.10,-33.801599,155.515176,-54.9,  258.0,                  
        3990,    21423,  45.06,-54.9,  1.46,-85.0, 94.9,  6.5,       21423,    5.8,  45.06,-33.801587,155.515111,-54.9,  258.2,                  
        3991,    21429,  45.02,-54.9,  1.45,-85.0, 94.6,  6.5,       21429,    5.7,  45.02,-33.801571,155.515044,-54.9,  258.4,                  
        3992,    21434,  44.98,-54.9,  1.45,-85.0, 94.2,  6.4,       21434,    5.6,  44.98,-33.801553,155.514972,-54.8,  258.6,                  
        3993,    21440,  44.94,-54.8,  1.45,-85.0, 93.9,  6.4,       21440,    5.4,  44.94,-33.801535,155.514897,-54.8,  258.8,                  
        3994,    21445,  44.90,-54.8,  1.45,-85.0, 93.6,  6.4,       21445,    5.4,  44.90,-33.801522,155.514824,-54.8,  259.0,                  
        3995,    21450,  44.86,-54.8,  1.44,-85.0, 93.2,  6.4,       21450,    5.3,  44.86,-33.801515,155.514754,-54.8,  259.2,                  
        3996,    21456,  44.83,-54.7,  1.44,-84.9, 92.9,  6.4,       21456,    5.4,  44.83,-33.801515,155.514686,-54.7,  259.4,                  
        3997,    21461,  44.79,-54.7,  1.44,-84.9, 92.6,  6.4,       21461,    5.6,  44.79,-33.801523,155.514619,-54.7,  259.6,                  
        3998,    21467,  44.75,-54.7,  1.44,-84.9, 92.2,  6.4,       21467,    5.7,  44.75,-33.801538,155.514553,-54.7,  259.7,                  
        3999,    21473,  44.71,-54.7,  1.44,-84.9, 91.9,  6.3,       21473,    5.8,  44.71,-33.801554,155.514490,-54.7,  259.9,                  
        4000,    21479,  44.67,-54.7,  1.44,-84.9, 91.5,  6.3,       21479,    5.7,  44.67,-33.801568,155.514431,-54.7,  260.0,                  
        4001,    21484,  44.63,-54.7,  1.44,-84.9, 91.2,  6.3,       21484,    5.7,  44.63,-33.801575,155.514375,-54.7,  260.2,                  
        4002,    21490,  44.59,-54.7,  1.44,-84.9, 90.9,  6.3,       21490,    5.6,  44.59,-33.801573,155.514315,-54.7,  260.3,                  
        4003,    21495,  44.55,-54.7,  1.44,-84.9, 90.5,  6.3,       21495,    5.5,  44.55,-33.801561,155.514246,-54.7,  260.5,                  
        4004,    21501,  44.51,-54.7,  1.44,-84.9, 90.2,  6.2,       21501,    5.3,  44.51,-33.801542,155.514169,-54.7,  260.6,                  
        4005,    21506,  44.48,-54.7,  1.44,-84.9, 89.9,  6.2,       21506,    5.3,  44.48,-33.801522,155.514086,-54.7,  260.7,                  
        4006,    21511,  44.44,-54.7,  1.44,-84.9, 89.6,  6.2,       21511,    5.4,  44.44,-33.801504,155.514003,-54.7,  260.9,                  
        4007,    21517,  44.40,-54.6,  1.44,-84.9, 89.3,  6.1,       21517,    5.5,  44.40,-33.801491,155.513922,-54.6,  261.1,                  
        4008,    21522,  44.36,-54.6,  1.44,-84.8, 89.0,  6.1,       21522,    5.7,  44.36,-33.801484,155.513841,-54.6,  261.3,                  
        4009,    21528,  44.32,-54.6,  1.44,-84.8, 88.8,  6.1,       21528,    5.9,  44.32,-33.801485,155.513760,-54.6,  261.5,                  
        4010,    21534,  44.28,-54.6,  1.44,-84.8, 88.5,  6.0,       21534,    5.9,  44.28,-33.801493,155.513682,-54.5,  261.7,                  
        4011,    21540,  44.24,-54.5,  1.44,-84.8, 88.3,  6.0,       21540,    5.8,  44.24,-33.801507,155.513609,-54.5,  261.9,                  
        4012,    21546,  44.20,-54.5,  1.44,-84.8, 88.1,  6.0,       21546,    5.7,  44.20,-33.801525,155.513546,-54.5,  262.1,                  
        4013,    21552,  44.16,-54.5,  1.44,-84.8, 88.0,  5.9,       21552,    5.7,  44.16,-33.801544,155.513489,-54.5,  262.3,                  
        4014,    21557,  44.12,-54.5,  1.44,-84.7, 87.9,  5.9,       21557,    5.7,  44.12,-33.801562,155.513437,-54.5,  262.5,                  
        4015,    21563,  44.08,-54.5,  1.45,-84.7, 87.8,  5.9,       21563,    5.6,  44.08,-33.801576,155.513386,-54.5,  262.6,          Pi      
        4016,    21568,  44.05,-54.5,  1.45,-84.7, 87.8,  5.8,       21568,    5.5,  44.05,-33.801587,155.513337,-54.5,  262.8,                  
        4017,    21574,  44.01,-54.5,  1.45,-84.7, 87.8,  5.8,       21574,    5.6,  44.01,-33.801597,155.513290,-54.5,  262.9,                  
        4018,    21580,  43.97,-54.5,  1.45,-84.7, 87.8,  5.8,       21580,    5.8,  43.97,-33.801606,155.513241,-54.5,  263.0,                  
        4019,    21586,  43.93,-54.5,  1.45,-84.7, 87.9,  5.8,       21586,    5.8,  43.93,-33.801614,155.513187,-54.5,  263.1,                  
        4020,    21591,  43.89,-54.5,  1.45,-84.7, 88.0,  5.8,       21591,    5.8,  43.89,-33.801621,155.513127,-54.5,  263.2,                  
        4021,    21597,  43.85,-54.5,  1.46,-84.7, 88.2,  5.8,       21597,    5.8,  43.85,-33.801626,155.513064,-54.5,  263.3,                  
        4022,    21603,  43.81,-54.5,  1.46,-84.7, 88.4,  5.8,       21603,    5.8,  43.81,-33.801627,155.513002,-54.5,  263.4,                  
        4023,    21609,  43.77,-54.5,  1.46,-84.7, 88.7,  5.8,       21609,    5.7,  43.77,-33.801625,155.512943,-54.5,  263.5,                  
        4024,    21614,  43.73,-54.5,  1.46,-84.7, 89.0,  5.8,       21614,    5.7,  43.73,-33.801619,155.512885,-54.5,  263.7,                  
        4025,    21620,  43.69,-54.6,  1.46,-84.7, 89.3,  5.9,       21620,    5.7,  43.69,-33.801610,155.512827,-54.6,  263.8,                  
        4026,    21626,  43.65,-54.6,  1.47,-84.7, 89.7,  5.9,       21626,    5.7,  43.65,-33.801601,155.512771,-54.6,  263.9,                  
        4027,    21632,  43.61,-54.6,  1.47,-84.7, 90.0,  5.9,       21631,    5.7,  43.61,-33.801592,155.512720,-54.6,  264.0,          PiTiUi  
        4028,    21637,  43.57,-54.6,  1.47,-84.7, 90.3,  6.0,       21637,    5.8,  43.57,-33.801587,155.512672,-54.6,  264.1,                  
        4029,    21643,  43.53,-54.6,  1.47,-84.7, 90.6,  6.0,       21643,    5.8,  43.53,-33.801585,155.512625,-54.6,  264.3,                  
        4030,    21649,  43.49,-54.6,  1.47,-84.7, 90.9,  6.1,       21649,    5.8,  43.49,-33.801586,155.512578,-54.6,  264.4,                  
        4031,    21655,  43.46,-54.6,  1.47,-84.7, 91.2,  6.2,       21655,    5.7,  43.46,-33.801587,155.512526,-54.6,  264.6,          Pi      
        4032,    21660,  43.42,-54.6,  1.48,-84.7, 91.6,  6.3,       21660,    5.8,  43.42,-33.801588,155.512471,-54.6,  264.7,                  
        4033,    21666,  43.38,-54.6,  1.48,-84.7, 91.9,  6.3,       21666,    6.0,  43.38,-33.801590,155.512414,-54.6,  264.9,                  
        4034,    21673,  43.33,-54.6,  1.48,-84.7, 92.4,  6.5,       21673,    6.2,  43.33,-33.801591,155.512353,-54.6,  265.0,                  
        4035,    21679,  43.29,-54.5,  1.48,-84.7, 92.8,  6.6,       21679,    6.1,  43.29,-33.801591,155.512284,-54.5,  265.2,                  
        4036,    21685,  43.25,-54.5,  1.48,-84.7, 93.2,  6.7,       21685,    5.9,  43.25,-33.801591,155.512209,-54.5,  265.4,                  
        4037,    21690,  43.21,-54.5,  1.48,-84.6, 93.5,  6.9,       21690,    5.7,  43.21,-33.801590,155.512130,-54.5,  265.5,                  
        4038,    21696,  43.18,-54.5,  1.48,-84.6, 93.9,  7.1,       21696,    5.6,  43.18,-33.801589,155.512051,-54.5,  265.7,                  
        4039,    21702,  43.14,-54.5,  1.48,-84.6, 94.2,  7.2,       21701,    5.7,  43.14,-33.801588,155.511971,-54.5,  265.8,                  
        4040,    21707,  43.10,-54.5,  1.48,-84.6, 94.5,  7.4,       21707,    5.9,  43.10,-33.801585,155.511889,-54.5,  266.0,                  
        4041,    21713,  43.06,-54.5,  1.48,-84.6, 94.7,  7.6,       21713,    6.0,  43.06,-33.801580,155.511805,-54.5,  266.1,                  
        4042,    21720,  43.02,-54.5,  1.48,-84.6, 94.9,  7.8,       21720,    6.1,  43.02,-33.801574,155.511721,-54.5,  266.3,                  
        4043,    21726,  42.98,-54.5,  1.48,-84.6, 95.1,  7.9,       21726,    6.1,  42.98,-33.801567,155.511638,-54.5,  266.4,                  
        4044,    21732,  42.94,-54.5,  1.48,-84.6, 95.3,  8.1,       21732,    6.0,  42.94,-33.801560,155.511556,-54.5,  266.6,                  
        4045,    21738,  42.90,-54.5,  1.48,-84.6, 95.4,  8.3,       21738,    5.9,  42.90,-33.801551,155.511471,-54.5,  266.7,                  
        4046,    21743,  42.86,-54.5,  1.48,-84.6, 95.5,  8.5,       21743,    5.7,  42.86,-33.801538,155.511382,-54.5,  266.8,                  
        4047,    21749,  42.82,-54.5,  1.48,-84.6, 95.6,  8.7,       21749,    5.5,  42.82,-33.801523,155.511288,-54.5,  267.0,                  
        4048,    21754,  42.79,-54.5,  1.48,-84.6, 95.6,  8.9,       21754,    5.5,  42.79,-33.801505,155.511192,-54.5,  267.1,                  
