Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1803,     9183, 303.54,-44.8,15.77,-60.7,277.6, 32.1,        9183,    4.9, 303.54,-33.483721,154.681227,-44.8,   48.4,                  
        1804,     9188, 303.32,-44.8,15.62,-60.7,277.6, 32.2,        9188,    4.9, 303.32,-33.483759,154.681577,-44.8,   48.4,                  
        1805,     9193, 303.09,-44.9,15.44,-60.9,277.7, 32.3,        9193,    5.0, 303.09,-33.483797,154.681920,-44.8,   48.5,                  
        1806,     9198, 302.86,-44.9,15.25,-60.9,277.7, 32.4,        9198,    4.9, 302.86,-33.483832,154.682258,-44.8,   48.5,                  
        1807,     9203, 302.65,-44.8,15.04,-61.0,277.7, 32.4,        9203,    4.7, 302.65,-33.483865,154.682594,-44.8,   48.6,                  
        1808,     9207, 302.45,-44.8,14.77,-61.2,277.8, 32.5,        9207,    4.6, 302.45,-33.483900,154.682933,-44.8,   48.7,                  
        1809,     9212, 302.24,-44.9,14.54,-61.3,277.8, 32.6,        9212,    4.6, 302.24,-33.483937,154.683278,-44.8,   48.7,                  
        1810,     9217, 302.03,-44.9,14.39,-61.4,277.8, 32.6,        9216,    4.6, 302.03,-33.483977,154.683629,-44.9,   48.7,          PiTiUi  
        1811,     9221, 301.82,-44.9,14.30,-61.5,277.9, 32.7,        9221,    4.7, 301.82,-33.484019,154.683984,-44.9,   48.8,          Pi      
        1812,     9226, 301.61,-44.9,14.23,-61.5,277.9, 32.7,        9226,    4.8, 301.61,-33.484062,154.684339,-44.9,   48.8,                  
        1813,     9231, 301.38,-44.9,14.19,-61.6,277.9, 32.8,        9231,    4.8, 301.38,-33.484105,154.684692,-44.9,   48.9,                  
        1814,     9236, 301.15,-44.9,14.22,-61.6,278.0, 32.8,        9236,    4.7, 301.15,-33.484148,154.685042,-44.9,   48.9,T                 
        1815,     9240, 300.97,-44.9,14.33,-61.5,278.0, 32.9,        9240,    4.4, 300.97,-33.484192,154.685389,-44.9,   49.0,                  
        1816,     9244, 300.79,-44.9,14.50,-61.4,278.1, 33.0,        9244,    4.2, 300.79,-33.484236,154.685738,-44.9,   49.1,                  
        1817,     9248, 300.61,-44.9,14.67,-61.3,278.1, 33.1,        9248,    4.1, 300.61,-33.484279,154.686091,-44.9,   49.2,                  
        1818,     9252, 300.42,-44.9,14.78,-61.2,278.1, 33.1,        9252,    4.1, 300.42,-33.484320,154.686447,-44.9,   49.2,                  
        1819,     9256, 300.22,-44.9,14.79,-61.2,278.2, 33.2,        9256,    4.1, 300.22,-33.484363,154.686804,-44.9,   49.3,                  
        1820,     9260, 300.04,-44.9,14.68,-61.3,278.2, 33.3,        9261,    4.0, 300.04,-33.484407,154.687163,-44.9,   49.4,          Pi      
        1821,     9265, 299.87,-44.9,14.51,-61.4,278.2, 33.3,        9264,    4.0, 299.87,-33.484452,154.687522,-44.9,   49.4,                  
        1822,     9269, 299.69,-44.9,14.35,-61.5,278.3, 33.4,        9269,    4.2, 299.69,-33.484496,154.687879,-44.9,   49.4,                  
        1823,     9273, 299.48,-45.0,14.17,-61.6,278.3, 33.5,        9273,    4.4, 299.48,-33.484539,154.688233,-45.0,   49.4,                  
        1824,     9278, 299.26,-45.0,14.00,-61.8,278.3, 33.5,        9278,    4.7, 299.26,-33.484582,154.688584,-45.0,   49.4,          PiTiUi  
        1825,     9283, 299.05,-45.0,13.85,-61.9,278.3, 33.6,        9283,    4.9, 299.05,-33.484626,154.688931,-45.0,   49.4,                  
